epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
309,19046.9,0.89752,0.81235,0.98611,0.51948,0.0039016,0.0039016,0.0039016
310,19107.8,0.89435,0.81163,0.9859,0.52307,0.0038818,0.0038818,0.0038818
311,19168.8,0.89229,0.81235,0.9859,0.52281,0.003862,0.003862,0.003862
312,19229.8,0.88866,0.81303,0.98611,0.51978,0.0038422,0.0038422,0.0038422
313,19290.8,0.88596,0.81371,0.98579,0.52495,0.0038224,0.0038224,0.0038224
314,19352,0.89133,0.81459,0.98595,0.5228,0.0038026,0.0038026,0.0038026
315,19413,0.88946,0.81527,0.986,0.51803,0.0037828,0.0037828,0.0037828
316,19474,0.88771,0.81522,0.98611,0.52086,0.003763,0.003763,0.003763
317,19534.9,0.88849,0.81506,0.98595,0.51776,0.0037432,0.0037432,0.0037432
318,19595.9,0.88592,0.81532,0.98585,0.51719,0.0037234,0.0037234,0.0037234
319,19657,0.88457,0.81584,0.98595,0.5105,0.0037036,0.0037036,0.0037036
320,19718.2,0.88322,0.81646,0.9859,0.51326,0.0036838,0.0036838,0.0036838
321,19779.2,0.88247,0.81688,0.98605,0.51757,0.003664,0.003664,0.003664
322,19840.1,0.87684,0.81693,0.98631,0.51122,0.0036442,0.0036442,0.0036442
323,19901.2,0.88164,0.81714,0.98642,0.50997,0.0036244,0.0036244,0.0036244
324,19962,0.87847,0.8173,0.98652,0.51168,0.0036046,0.0036046,0.0036046
325,20023.2,0.87281,0.81756,0.98668,0.50715,0.0035848,0.0035848,0.0035848
326,20084.1,0.87443,0.81808,0.98663,0.50758,0.003565,0.003565,0.003565
327,20145,0.87569,0.81792,0.98678,0.5078,0.0035452,0.0035452,0.0035452
328,20205.9,0.87286,0.81865,0.98663,0.50836,0.0035254,0.0035254,0.0035254
329,20266.8,0.87439,0.81953,0.98657,0.51651,0.0035056,0.0035056,0.0035056
330,20328.1,0.87102,0.81886,0.98652,0.50507,0.0034858,0.0034858,0.0034858
331,20389,0.86794,0.81839,0.98673,0.50424,0.003466,0.003466,0.003466
332,20449.9,0.86519,0.81875,0.98657,0.50618,0.0034462,0.0034462,0.0034462
333,20510.9,0.86757,0.81917,0.98663,0.50719,0.0034264,0.0034264,0.0034264
334,20571.9,0.87033,0.81964,0.98694,0.50501,0.0034066,0.0034066,0.0034066
335,20633,0.86553,0.82047,0.98663,0.50525,0.0033868,0.0033868,0.0033868
336,20694,0.86735,0.82094,0.98704,0.50747,0.003367,0.003367,0.003367
337,20754.9,0.86056,0.82021,0.98699,0.5001,0.0033472,0.0033472,0.0033472
338,20815.9,0.86543,0.82141,0.98683,0.49926,0.0033274,0.0033274,0.0033274
339,20876.9,0.86403,0.82167,0.98683,0.50254,0.0033076,0.0033076,0.0033076
340,20938.1,0.86426,0.82125,0.98678,0.50123,0.0032878,0.0032878,0.0032878
341,20999.1,0.86283,0.82125,0.98673,0.4935,0.003268,0.003268,0.003268
342,21060,0.85876,0.82099,0.98709,0.49429,0.0032482,0.0032482,0.0032482
343,21121,0.85735,0.82182,0.98683,0.50138,0.0032284,0.0032284,0.0032284
344,21182,0.85985,0.82151,0.98668,0.49232,0.0032086,0.0032086,0.0032086
345,21243.2,0.84981,0.82229,0.98663,0.49722,0.0031888,0.0031888,0.0031888
346,21304.1,0.85297,0.82292,0.98657,0.49401,0.003169,0.003169,0.003169
347,21365,0.85281,0.82365,0.98668,0.48979,0.0031492,0.0031492,0.0031492
348,21426,0.84738,0.82427,0.98678,0.49044,0.0031294,0.0031294,0.0031294
349,21486.9,0.85108,0.82495,0.98652,0.48978,0.0031096,0.0031096,0.0031096
350,21548,0.8434,0.82542,0.98657,0.49496,0.0030898,0.0030898,0.0030898
351,21609,0.84505,0.82542,0.98668,0.49113,0.00307,0.00307,0.00307
352,21669.8,0.84252,0.82614,0.98678,0.48819,0.0030502,0.0030502,0.0030502
353,21730.8,0.84336,0.82573,0.98694,0.48594,0.0030304,0.0030304,0.0030304
354,21791.8,0.84619,0.82552,0.98694,0.48981,0.0030106,0.0030106,0.0030106
355,21853.1,0.83706,0.82583,0.98694,0.48523,0.0029908,0.0029908,0.0029908
356,21914.2,0.84017,0.82552,0.98699,0.48717,0.002971,0.002971,0.002971
357,21975.2,0.83758,0.8262,0.98699,0.48273,0.0029512,0.0029512,0.0029512
358,22036.1,0.83728,0.82677,0.9872,0.48442,0.0029314,0.0029314,0.0029314
359,22097.1,0.8332,0.82729,0.9872,0.48739,0.0029116,0.0029116,0.0029116
360,22158.3,0.83291,0.82807,0.98741,0.48786,0.0028918,0.0028918,0.0028918
361,22219.3,0.8392,0.82823,0.98756,0.48708,0.002872,0.002872,0.002872
362,22280.2,0.82982,0.82864,0.98746,0.48162,0.0028522,0.0028522,0.0028522
363,22341.1,0.82835,0.82885,0.98741,0.48352,0.0028324,0.0028324,0.0028324
364,22402.1,0.82746,0.82817,0.98762,0.47851,0.0028126,0.0028126,0.0028126
365,22463.3,0.82868,0.82838,0.98772,0.48234,0.0027928,0.0027928,0.0027928
366,22524.2,0.83,0.82843,0.98782,0.47874,0.002773,0.002773,0.002773
367,22585.1,0.82571,0.82828,0.98782,0.47756,0.0027532,0.0027532,0.0027532
368,22646.2,0.82878,0.8276,0.98788,0.47669,0.0027334,0.0027334,0.0027334
369,22707.2,0.82024,0.8277,0.98777,0.47896,0.0027136,0.0027136,0.0027136
370,22768.4,0.82135,0.82838,0.98798,0.4814,0.0026938,0.0026938,0.0026938
371,22829.3,0.82084,0.82895,0.98814,0.47642,0.002674,0.002674,0.002674
372,22890.2,0.82012,0.82854,0.98793,0.47828,0.0026542,0.0026542,0.0026542
373,22951.1,0.81592,0.82859,0.98782,0.47557,0.0026344,0.0026344,0.0026344
374,23012,0.82067,0.82953,0.98814,0.47557,0.0026146,0.0026146,0.0026146
375,23073.2,0.81408,0.82973,0.98808,0.47685,0.0025948,0.0025948,0.0025948
376,23134.1,0.81288,0.83098,0.98808,0.47494,0.002575,0.002575,0.002575
377,23195.1,0.81132,0.83077,0.98798,0.47435,0.0025552,0.0025552,0.0025552
378,23256.1,0.81147,0.83088,0.98793,0.47724,0.0025354,0.0025354,0.0025354
379,23317,0.80755,0.83156,0.98808,0.47211,0.0025156,0.0025156,0.0025156
380,23378.2,0.80844,0.8315,0.98819,0.46719,0.0024958,0.0024958,0.0024958
381,23439.1,0.80567,0.8315,0.98793,0.4743,0.002476,0.002476,0.002476
382,23499.9,0.8015,0.83202,0.98803,0.47499,0.0024562,0.0024562,0.0024562
383,23560.8,0.8051,0.8326,0.98814,0.46719,0.0024364,0.0024364,0.0024364
384,23621.8,0.80288,0.83223,0.98808,0.46768,0.0024166,0.0024166,0.0024166
385,23683,0.80234,0.83166,0.98798,0.46998,0.0023968,0.0023968,0.0023968
386,23744,0.79845,0.83192,0.98808,0.46516,0.002377,0.002377,0.002377
387,23804.8,0.79967,0.83228,0.98803,0.46465,0.0023572,0.0023572,0.0023572
388,23865.8,0.79649,0.83296,0.98808,0.4672,0.0023374,0.0023374,0.0023374
389,23926.8,0.79814,0.83317,0.98767,0.46879,0.0023176,0.0023176,0.0023176
390,23988,0.79307,0.83385,0.9873,0.46604,0.0022978,0.0022978,0.0022978
391,24049,0.78834,0.83405,0.98762,0.4637,0.002278,0.002278,0.002278
392,24110,0.78853,0.83478,0.98756,0.46199,0.0022582,0.0022582,0.0022582
393,24170.9,0.78867,0.83504,0.98782,0.46112,0.0022384,0.0022384,0.0022384
394,24231.8,0.78526,0.83603,0.98777,0.46453,0.0022186,0.0022186,0.0022186
395,24293,0.78399,0.83639,0.98788,0.4604,0.0021988,0.0021988,0.0021988
396,24353.9,0.7843,0.83676,0.98803,0.45532,0.002179,0.002179,0.002179
397,24414.8,0.78175,0.83655,0.98819,0.45254,0.0021592,0.0021592,0.0021592
398,24475.8,0.77866,0.83676,0.98808,0.45643,0.0021394,0.0021394,0.0021394
399,24536.8,0.78137,0.83593,0.98808,0.45405,0.0021196,0.0021196,0.0021196
400,24597.7,0.77718,0.83645,0.98788,0.45552,0.0020998,0.0020998,0.0020998
401,24658.9,0.77433,0.83728,0.98788,0.45309,0.00208,0.00208,0.00208
402,24719.8,0.77096,0.83796,0.98777,0.45326,0.0020602,0.0020602,0.0020602
403,24780.8,0.77061,0.83832,0.98777,0.45234,0.0020404,0.0020404,0.0020404
404,24841.8,0.76868,0.839,0.98762,0.4498,0.0020206,0.0020206,0.0020206
405,24902.9,0.76825,0.83858,0.98788,0.45567,0.0020008,0.0020008,0.0020008
406,24964,0.76365,0.83868,0.98808,0.45209,0.001981,0.001981,0.001981
407,25024.9,0.76353,0.83884,0.98803,0.4522,0.0019612,0.0019612,0.0019612
408,25085.9,0.7649,0.83978,0.98819,0.44718,0.0019414,0.0019414,0.0019414
409,25146.8,0.76126,0.84056,0.98814,0.45165,0.0019216,0.0019216,0.0019216
410,25207.8,0.761,0.84113,0.98824,0.44703,0.0019018,0.0019018,0.0019018
411,25269,0.75982,0.84014,0.98845,0.44505,0.001882,0.001882,0.001882
412,25329.9,0.75847,0.84103,0.98855,0.44707,0.0018622,0.0018622,0.0018622
413,25391,0.75355,0.8417,0.9886,0.4476,0.0018424,0.0018424,0.0018424
414,25452,0.75444,0.84228,0.98855,0.4424,0.0018226,0.0018226,0.0018226
415,25513,0.75031,0.84222,0.98866,0.43901,0.0018028,0.0018028,0.0018028
416,25574.3,0.74744,0.8428,0.98871,0.44149,0.001783,0.001783,0.001783
417,25635.2,0.74505,0.84295,0.98892,0.44044,0.0017632,0.0017632,0.0017632
418,25696.1,0.74449,0.84311,0.98886,0.43999,0.0017434,0.0017434,0.0017434
419,25757.1,0.74371,0.8429,0.98892,0.439,0.0017236,0.0017236,0.0017236
420,25818,0.74588,0.84311,0.98892,0.4372,0.0017038,0.0017038,0.0017038
421,25879.2,0.74014,0.84378,0.98886,0.43506,0.001684,0.001684,0.001684
422,25940.2,0.7409,0.84436,0.98881,0.44014,0.0016642,0.0016642,0.0016642
423,26001.1,0.73418,0.84477,0.98907,0.43535,0.0016444,0.0016444,0.0016444
424,26062,0.7283,0.8441,0.98902,0.43785,0.0016246,0.0016246,0.0016246
425,26123,0.73236,0.84425,0.98902,0.43243,0.0016048,0.0016048,0.0016048
426,26184.1,0.72835,0.84482,0.98881,0.43964,0.001585,0.001585,0.001585
427,26245,0.72887,0.84415,0.98897,0.44124,0.0015652,0.0015652,0.0015652
428,26306,0.72912,0.84441,0.98902,0.43719,0.0015454,0.0015454,0.0015454
429,26366.9,0.72524,0.84472,0.98959,0.43191,0.0015256,0.0015256,0.0015256
430,26427.9,0.71972,0.84618,0.98944,0.43101,0.0015058,0.0015058,0.0015058
431,26489.2,0.71928,0.84613,0.98938,0.42903,0.001486,0.001486,0.001486
432,26550.1,0.72105,0.84633,0.98918,0.4332,0.0014662,0.0014662,0.0014662
433,26611,0.71674,0.84566,0.98923,0.42753,0.0014464,0.0014464,0.0014464
434,26671.9,0.70968,0.84618,0.98933,0.43002,0.0014266,0.0014266,0.0014266
435,26732.8,0.70818,0.84607,0.98933,0.42807,0.0014068,0.0014068,0.0014068
436,26793.9,0.70891,0.84654,0.98933,0.42676,0.001387,0.001387,0.001387
437,26854.9,0.70823,0.84691,0.98938,0.42514,0.0013672,0.0013672,0.0013672
438,26915.8,0.70495,0.84717,0.98944,0.42599,0.0013474,0.0013474,0.0013474
439,26976.8,0.70826,0.84732,0.98938,0.42612,0.0013276,0.0013276,0.0013276
440,27037.7,0.7004,0.84758,0.98918,0.42166,0.0013078,0.0013078,0.0013078
441,27098.9,0.69632,0.84769,0.98907,0.42703,0.001288,0.001288,0.001288
442,27159.9,0.69555,0.84758,0.98918,0.4208,0.0012682,0.0012682,0.0012682
443,27220.8,0.69049,0.84774,0.98928,0.41773,0.0012484,0.0012484,0.0012484
444,27281.8,0.6902,0.84847,0.98912,0.42583,0.0012286,0.0012286,0.0012286
445,27342.7,0.68673,0.848,0.98902,0.4229,0.0012088,0.0012088,0.0012088
446,27403.9,0.68847,0.84795,0.98886,0.4176,0.001189,0.001189,0.001189
447,27464.8,0.68822,0.84774,0.98902,0.41917,0.0011692,0.0011692,0.0011692
448,27525.6,0.68055,0.84826,0.98928,0.41872,0.0011494,0.0011494,0.0011494
449,27586.6,0.68068,0.84862,0.98933,0.41828,0.0011296,0.0011296,0.0011296
450,27647.6,0.67956,0.84899,0.98933,0.42058,0.0011098,0.0011098,0.0011098
451,27708.8,0.67233,0.84888,0.98938,0.41529,0.00109,0.00109,0.00109
452,27769.8,0.67381,0.84961,0.98944,0.41293,0.0010702,0.0010702,0.0010702
453,27830.8,0.66556,0.85071,0.98964,0.41361,0.0010504,0.0010504,0.0010504
454,27891.8,0.66374,0.85071,0.98975,0.41259,0.0010306,0.0010306,0.0010306
455,27952.8,0.66118,0.85201,0.98985,0.40962,0.0010108,0.0010108,0.0010108
456,28014,0.66026,0.85195,0.98985,0.40998,0.000991,0.000991,0.000991
457,28074.9,0.65776,0.85242,0.98985,0.41105,0.0009712,0.0009712,0.0009712
458,28135.9,0.65131,0.85216,0.9897,0.4099,0.0009514,0.0009514,0.0009514
459,28196.9,0.65129,0.85284,0.98985,0.40902,0.0009316,0.0009316,0.0009316
460,28257.8,0.65348,0.85346,0.99006,0.40767,0.0009118,0.0009118,0.0009118
461,28319.1,0.65119,0.85388,0.99032,0.40814,0.000892,0.000892,0.000892
462,28380.1,0.64368,0.85476,0.99037,0.41865,0.0008722,0.0008722,0.0008722
463,28441.1,0.63662,0.85497,0.99043,0.40654,0.0008524,0.0008524,0.0008524
464,28502.1,0.64076,0.85508,0.99043,0.40333,0.0008326,0.0008326,0.0008326
465,28563,0.63303,0.85534,0.99022,0.40309,0.0008128,0.0008128,0.0008128
466,28624.3,0.63438,0.85513,0.99022,0.40828,0.000793,0.000793,0.000793
467,28685.3,0.6269,0.85502,0.99016,0.40664,0.0007732,0.0007732,0.0007732
468,28746.2,0.6268,0.85591,0.99011,0.40625,0.0007534,0.0007534,0.0007534
469,28807.1,0.61716,0.85659,0.99006,0.40692,0.0007336,0.0007336,0.0007336
470,28868,0.6203,0.85705,0.99001,0.40251,0.0007138,0.0007138,0.0007138
471,28929.2,0.61506,0.85773,0.99001,0.40384,0.000694,0.000694,0.000694
472,28990.3,0.6102,0.85861,0.98985,0.40077,0.0006742,0.0006742,0.0006742
473,29051.3,0.60555,0.85841,0.98985,0.40123,0.0006544,0.0006544,0.0006544
474,29112.5,0.60413,0.85955,0.98996,0.39941,0.0006346,0.0006346,0.0006346
475,29173.6,0.6001,0.85986,0.9898,0.40286,0.0006148,0.0006148,0.0006148
476,29234.9,0.59685,0.85997,0.98985,0.39983,0.000595,0.000595,0.000595
477,29295.9,0.59516,0.85997,0.99001,0.40098,0.0005752,0.0005752,0.0005752
478,29356.9,0.5897,0.86023,0.99001,0.39957,0.0005554,0.0005554,0.0005554
479,29417.9,0.58209,0.86028,0.99006,0.39767,0.0005356,0.0005356,0.0005356
480,29478.8,0.57848,0.8607,0.99001,0.40198,0.0005158,0.0005158,0.0005158
481,29539.8,0.57789,0.86085,0.99022,0.39787,0.000496,0.000496,0.000496
482,29601,0.56841,0.86137,0.99027,0.40141,0.0004762,0.0004762,0.0004762
483,29661.9,0.56621,0.86205,0.99032,0.39325,0.0004564,0.0004564,0.0004564
484,29722.9,0.56436,0.86215,0.99022,0.3986,0.0004366,0.0004366,0.0004366
485,29783.8,0.55891,0.86273,0.99027,0.39446,0.0004168,0.0004168,0.0004168
486,29844.8,0.55494,0.86345,0.99027,0.39295,0.000397,0.000397,0.000397
487,29906,0.54731,0.86351,0.99032,0.39263,0.0003772,0.0003772,0.0003772
488,29966.8,0.54666,0.86382,0.99048,0.39358,0.0003574,0.0003574,0.0003574
489,30027.7,0.54403,0.86413,0.99058,0.39211,0.0003376,0.0003376,0.0003376
490,30088.6,0.5385,0.86408,0.99043,0.39113,0.0003178,0.0003178,0.0003178
491,30187.7,0.53384,0.86408,0.99032,0.39253,0.000298,0.000298,0.000298
492,30248.8,0.52679,0.86538,0.99037,0.3912,0.0002782,0.0002782,0.0002782
493,30309.8,0.51822,0.86512,0.99048,0.39385,0.0002584,0.0002584,0.0002584
494,30370.6,0.51833,0.86512,0.99032,0.39558,0.0002386,0.0002386,0.0002386
495,30431.4,0.50847,0.86512,0.99037,0.40029,0.0002188,0.0002188,0.0002188
496,30492.2,0.50492,0.86554,0.99037,0.39713,0.000199,0.000199,0.000199
497,30553.3,0.50385,0.86564,0.99022,0.39406,0.0001792,0.0001792,0.0001792
498,30614.3,0.49765,0.86626,0.99043,0.39585,0.0001594,0.0001594,0.0001594
499,30675,0.48781,0.86668,0.99043,0.39554,0.0001396,0.0001396,0.0001396
500,30736,0.48104,0.86684,0.99063,0.40136,0.0001198,0.0001198,0.0001198
